date,userID,currentRanking,votePerPostRanking,tier,points,totalGoldMedals,totalSilverMedals,totalBronzeMedals,votesPerPost,totalDiscussionsCount,totalTopicsCount,totalRepliesCount,totalUpvotesCount
2022-12-19,kanberburak,220,363,EXPERT,312,0,2,582,0.6697674418604651,1075,0,1075,720
2022-12-19,mrbisht,221,300,EXPERT,309,4,1,273,1.046551724137931,580,30,550,607
2022-12-19,wowfattie,222,30,EXPERT,308,20,10,114,7.083018867924529,265,26,239,1877
2022-12-19,tolgadincer,223,209,EXPERT,306,26,18,365,2.0172910662824206,694,51,643,1400
2022-12-19,mohamedbakrey,224,373,EXPERT,306,5,3,748,0.6312659303313509,1177,112,1065,743
2022-12-19,ulrich07,225,75,EXPERT,305,18,15,156,4.551440329218107,243,25,218,1106
2022-12-19,kevinmorgado,226,368,EXPERT,304,0,1,295,0.6594827586206896,464,4,460,306
2022-12-19,purist1024,227,99,EXPERT,303,16,11,88,4.023529411764706,170,25,145,684
2022-12-19,venkatkumar001,228,346,EXPERT,303,3,10,332,0.7612809315866085,687,74,613,523
2022-12-19,ehsandahesh,229,347,EXPERT,303,1,0,487,0.7561643835616438,730,0,730,552
2022-12-19,ridamahmood005,230,382,EXPERT,300,1,1,339,0.6089743589743589,624,8,616,380
2022-12-19,nvnnghia,231,89,EXPERT,297,13,15,128,4.161943319838056,247,18,229,1028
2022-12-19,leecming,232,13,EXPERT,293,28,18,100,10.070652173913045,184,16,168,1853
2022-12-19,touba7,233,360,EXPERT,293,1,1,450,0.689119170984456,772,0,772,532
2022-12-19,atamazian,234,306,EXPERT,292,10,12,339,0.997392438070404,767,80,687,765
2022-12-19,landfallmotto,235,357,EXPERT,292,2,0,358,0.7118055555555556,576,3,573,410
2022-12-19,coldfir3,236,70,EXPERT,291,12,8,56,4.789473684210527,152,22,130,728
2022-12-19,nguyenthicamlai,237,337,EXPERT,291,1,0,307,0.795774647887324,568,1,567,452
2022-12-19,akmalmir,238,287,EXPERT,290,8,8,231,1.1631355932203389,472,30,442,549
2022-12-19,gaborfodor,239,96,GRANDMASTER,289,57,97,385,4.046218487394958,714,87,627,2889
2022-12-19,deepkim,240,218,EXPERT,289,11,11,146,1.9800664451827243,301,27,274,596
2022-12-19,sergiosaharovskiy,241,243,EXPERT,289,10,4,205,1.6950354609929077,282,13,269,478
2022-12-19,returnofsputnik,242,222,MASTER,288,36,56,577,1.9245762711864407,1180,67,1113,2271
2022-12-19,manojgharge07,243,390,EXPERT,288,0,0,320,0.5475460122699386,652,0,652,357
2022-12-19,huikang,244,168,EXPERT,287,14,7,119,2.5071942446043165,278,17,261,697
2022-12-19,advaypatil,245,354,EXPERT,286,0,2,346,0.7371048252911814,601,2,599,443
2022-12-19,zakopur0,246,52,EXPERT,284,6,4,54,5.405940594059406,101,12,89,546
2022-12-19,aquatic,247,53,MASTER,283,40,55,190,5.397183098591549,355,15,340,1916
2022-12-19,satyampd,248,377,EXPERT,282,0,2,433,0.6196891191709845,965,21,944,598
2022-12-19,madhurpant,249,308,EXPERT,282,0,6,258,0.9865951742627346,373,40,333,368
2022-12-19,arezalo,250,392,EXPERT,282,0,1,282,0.5124378109452736,603,0,603,309
2022-12-19,boliu0,251,19,EXPERT,281,20,12,94,8.895705521472392,163,18,145,1450
2022-12-19,validmodel,252,220,EXPERT,281,11,8,110,1.9391304347826088,230,29,201,446
2022-12-19,kishalmandal,253,253,EXPERT,281,14,12,182,1.5517241379310345,406,24,382,630
2022-12-19,harbaldeepsidhu,254,374,EXPERT,280,1,2,239,0.6280373831775701,535,13,522,336
2022-12-19,rohitsingh9990,255,183,EXPERT,277,15,18,169,2.3538083538083536,407,29,378,958
2022-12-19,towhidultonmoy,256,276,EXPERT,277,9,10,206,1.2703296703296705,455,39,416,578
2022-12-19,shinomoriaoshi,257,214,EXPERT,276,7,13,163,2.0078125,256,12,244,514
2022-12-19,kmat2019,258,47,EXPERT,276,7,4,59,5.716666666666667,120,4,116,686
2022-12-19,mbalvi75,259,18,EXPERT,275,7,11,106,9.45029239766082,171,0,171,1616
2022-12-19,khahuras,260,166,MASTER,275,35,52,409,2.5740291262135924,824,35,789,2121
2022-12-19,gazu468,261,231,EXPERT,275,9,19,91,1.8423423423423424,222,40,182,409
2022-12-19,chankhavu,262,177,EXPERT,273,15,19,174,2.38,350,31,319,833
2022-12-19,ourfuture,263,2,EXPERT,272,5,20,63,13.555555555555555,99,1,98,1342
2022-12-19,ankanhore545,264,274,EXPERT,271,3,10,188,1.2880434782608696,368,53,315,474
2022-12-19,hamzamnabas,265,315,EXPERT,270,1,12,178,0.9378109452736318,402,50,352,377
2022-12-19,bestfitting,266,12,EXPERT,266,16,16,132,10.184615384615384,260,13,247,2648
2022-12-19,mamasinkgs,267,86,MASTER,266,26,30,163,4.260869565217392,322,18,304,1372
2022-12-19,phoenix9032,268,205,MASTER,266,30,57,514,2.0531914893617023,1034,77,957,2123
2022-12-19,columbia2131,269,28,EXPERT,266,15,6,38,7.24,75,14,61,543
2022-12-19,kartushovdanil,270,380,EXPERT,266,2,3,354,0.6122137404580152,655,4,651,401
2022-12-19,dimitreoliveira,271,261,EXPERT,265,18,23,515,1.4220338983050846,1180,62,1118,1678
2022-12-19,khyeh0719,272,101,EXPERT,265,17,9,123,3.924731182795699,279,24,255,1095
2022-12-19,pietromaldini1,273,271,EXPERT,265,3,9,146,1.3333333333333333,249,17,232,332
2022-12-19,shariful07,274,238,EXPERT,265,2,3,228,1.7261306532663316,398,20,378,687
2022-12-19,steamedsheep,275,98,EXPERT,264,9,19,103,4.035714285714286,168,6,162,678
2022-12-19,lextoumbourou,276,68,EXPERT,263,10,8,47,4.829787234042553,94,11,83,454
2022-12-19,khsamaha,277,362,EXPERT,262,0,3,649,0.6757650951199339,1209,6,1203,817
2022-12-19,kalelpark,278,279,EXPERT,262,11,7,197,1.2485875706214689,354,22,332,442
2022-12-19,narsil,279,119,MASTER,261,27,29,159,3.431547619047619,336,32,304,1153
2022-12-19,tkm2261,280,23,EXPERT,260,21,6,47,7.697478991596639,119,19,100,916
2022-12-19,tanlikesmath,281,176,MASTER,260,26,31,241,2.408695652173913,575,73,502,1385
2022-12-19,sumandey,282,298,EXPERT,260,9,9,436,1.05359477124183,765,30,735,806
2022-12-19,kazanova,283,34,GRANDMASTER,259,73,83,438,6.286210892236385,863,43,820,5425
2022-12-19,stassl,284,66,EXPERT,259,18,21,94,4.941520467836257,171,7,164,845
2022-12-19,saurabhshahane,285,200,EXPERT,259,21,11,339,2.078125,576,38,538,1197
2022-12-19,bhuvanchennoju,286,370,EXPERT,259,0,2,640,0.6456953642384106,1208,8,1200,780
2022-12-19,zacchaeus,287,219,EXPERT,258,10,8,131,1.972,250,23,227,493
2022-12-19,carriech,288,366,EXPERT,258,0,1,481,0.661520190023753,842,0,842,557
2022-12-19,mostafaalaa123,289,246,EXPERT,258,9,16,256,1.6581740976645436,471,46,425,781
2022-12-19,wonduk,290,375,EXPERT,258,1,1,264,0.6238185255198487,529,4,525,330
2022-12-19,sirishks,291,131,EXPERT,256,25,18,184,3.18232044198895,362,37,325,1152
2022-12-19,piantic,292,210,EXPERT,256,18,10,301,2.010152284263959,591,41,550,1188
2022-12-19,renokan,293,267,EXPERT,256,4,14,116,1.368,250,48,202,342
2022-12-19,rashmibanthia,294,227,EXPERT,255,13,15,166,1.8820224719101124,356,22,334,670
2022-12-19,isaienkov,295,251,EXPERT,253,13,16,174,1.5765957446808512,470,60,410,741
2022-12-19,ddanevskyi,296,31,EXPERT,251,28,24,103,7.055793991416309,233,22,211,1644
2022-12-19,louieshao,297,181,EXPERT,250,8,3,80,2.36,175,24,151,413
2022-12-19,nroman,298,77,MASTER,249,29,31,188,4.488372093023256,344,35,309,1544
2022-12-19,andreshg,299,383,EXPERT,249,0,2,814,0.606318347509113,1646,7,1639,998
2022-12-19,summerakousar,300,285,EXPERT,249,2,5,223,1.1918238993710693,318,16,302,379
2022-12-19,alisultanov,301,359,EXPERT,249,0,0,288,0.6917960088691796,451,0,451,312
2022-12-19,its7171,302,92,MASTER,248,26,28,162,4.141379310344828,290,15,275,1201
2022-12-19,stefankahl,303,49,EXPERT,248,19,17,80,5.6118421052631575,152,13,139,853
2022-12-19,yiheng,304,112,MASTER,244,29,30,156,3.603448275862069,406,40,366,1463
2022-12-19,julianmukaj,305,400,EXPERT,243,4,20,119,0.1590106007067137,283,8,275,45
2022-12-19,analokamus,306,21,EXPERT,243,16,10,49,8.305882352941177,85,10,75,706
2022-12-19,stonet2000,307,161,EXPERT,243,11,18,113,2.702479338842976,242,37,205,654
2022-12-19,iamleonie,308,185,EXPERT,243,10,5,168,2.3421052631578947,228,11,217,534
2022-12-19,ayuraj,309,199,EXPERT,242,17,7,135,2.080246913580247,324,34,290,674
2022-12-19,reighns,310,247,EXPERT,242,19,18,242,1.6417391304347826,575,73,502,944
2022-12-19,ayushjain001,311,336,EXPERT,242,2,4,280,0.7977099236641222,524,50,474,418
2022-12-19,aikhmelnytskyy,312,189,EXPERT,240,11,15,138,2.2846715328467155,274,52,222,626
2022-12-19,bcruise,313,340,EXPERT,239,1,11,202,0.7906976744186046,387,13,374,306
2022-12-19,currypurin,314,82,EXPERT,239,12,7,66,4.394736842105263,114,12,102,501
2022-12-19,jcaliz,315,182,EXPERT,239,9,6,67,2.3577235772357725,123,16,107,290
2022-12-19,verracodeguacas,316,286,EXPERT,236,3,15,163,1.1695906432748535,342,17,325,400
2022-12-19,frtgnn,317,207,GRANDMASTER,236,57,21,681,2.035669846536707,2411,83,2328,4908
2022-12-19,jonbown,318,341,EXPERT,234,1,2,242,0.7904761904761904,420,16,404,332
2022-12-19,conjuring92,319,128,EXPERT,234,5,4,56,3.212121212121212,99,5,94,318
2022-12-19,imeintanis,320,280,EXPERT,234,6,14,285,1.2261904761904765,504,17,487,618
2022-12-19,rajattomar132,321,248,EXPERT,234,5,8,234,1.6339712918660287,418,28,390,683
2022-12-19,sandeepgauti,322,372,EXPERT,234,0,1,226,0.6321525885558583,367,1,366,232
2022-12-19,hassanshehzadk,323,295,EXPERT,234,2,3,220,1.0888888888888888,315,11,304,343
2022-12-19,mahnazarjmand,324,387,EXPERT,234,1,1,231,0.572961373390558,466,0,466,267
2022-12-19,illidan7,325,178,EXPERT,231,10,4,63,2.3768115942028984,138,21,117,328
2022-12-19,ropeonmars,326,263,EXPERT,230,4,5,102,1.414715719063545,299,23,276,423
2022-12-19,bibek777,327,91,MASTER,229,44,43,215,4.150602409638554,498,117,381,2067
2022-12-19,underwearfitting,328,174,EXPERT,229,15,25,215,2.471698113207548,371,7,364,917
2022-12-19,something4kag,329,299,EXPERT,228,3,15,355,1.0477611940298508,670,45,625,702
2022-12-19,shujun717,330,191,EXPERT,228,13,3,123,2.2664359861591694,289,20,269,655
2022-12-19,tarkkaanko,331,313,EXPERT,228,4,2,160,0.9716713881019832,353,17,336,343
2022-12-19,ks2019,332,133,EXPERT,225,15,28,134,3.1434599156118144,237,39,198,745
2022-12-19,vadimtimakin,333,106,EXPERT,225,11,9,95,3.7586206896551726,145,28,117,545
2022-12-19,prashant808,334,391,EXPERT,224,0,0,238,0.5374732334047109,467,0,467,251
2022-12-19,yujiariyasu,335,122,EXPERT,223,13,5,70,3.333333333333333,159,11,148,530
2022-12-19,siukeitin,336,208,EXPERT,222,3,19,111,2.027027027027027,185,7,178,375
2022-12-19,marketneutral,337,216,EXPERT,222,16,24,244,1.99622641509434,530,51,479,1058
2022-12-19,datascientistfp,338,33,EXPERT,222,9,1,55,6.291666666666667,72,10,62,453
2022-12-19,ammarali32,339,95,EXPERT,220,10,4,100,4.059523809523809,168,12,156,682
2022-12-19,engrshabir,340,156,EXPERT,220,1,11,112,2.783333333333333,180,0,180,501
2022-12-19,optimo,341,244,EXPERT,218,10,20,245,1.6905829596412556,446,15,431,754
2022-12-19,ankitp013,342,355,EXPERT,218,0,1,613,0.7323340471092077,934,20,914,684
2022-12-19,meetnagadia,343,203,EXPERT,216,9,12,164,2.0646900269541777,371,32,339,766
2022-12-19,bakeryproducts,344,83,EXPERT,215,7,7,56,4.3861386138613865,101,4,97,443
2022-12-19,jonathanbesomi,345,40,EXPERT,215,7,2,53,6.047244094488189,127,16,111,768
2022-12-19,nghihuynh,346,275,EXPERT,215,4,6,89,1.2857142857142858,210,9,201,270
2022-12-19,mithilsalunkhe,347,265,EXPERT,214,8,13,139,1.3779761904761905,336,32,304,463
2022-12-19,yvonnef,348,314,EXPERT,213,5,5,298,0.9657738095238096,672,13,659,649
2022-12-19,manabendrarout,349,266,EXPERT,212,7,7,342,1.3682310469314078,554,29,525,758
2022-12-19,ishandutta,350,229,EXPERT,212,14,16,162,1.8602620087336244,458,85,373,852
2022-12-19,olegsidorshin,351,50,EXPERT,212,5,3,44,5.549295774647887,71,7,64,394
2022-12-19,omkargowda,352,307,EXPERT,212,3,1,208,0.9969325153374232,326,5,321,325
2022-12-19,gauravbrills,353,312,EXPERT,211,3,5,175,0.9719887955182072,357,6,351,347
2022-12-19,nlztrk,354,149,EXPERT,211,7,11,70,2.937007874015748,127,19,108,373
2022-12-19,kurupical,355,42,EXPERT,208,12,8,53,5.851485148514851,101,12,89,591
2022-12-19,sonalisingh1411,356,379,EXPERT,208,1,1,323,0.6138763197586727,663,1,662,407
2022-12-19,batrosjamali,357,54,EXPERT,208,4,9,58,5.373015873015873,126,22,104,677
2022-12-19,cid007,358,356,EXPERT,207,0,2,228,0.7262872628726287,369,8,361,268
2022-12-19,jeffsonas,359,289,MASTER,205,12,39,358,1.1291666666666669,1200,135,1065,1355
2022-12-19,ogrellier,360,142,GRANDMASTER,205,60,70,730,3.00684462696783,1461,64,1397,4393
2022-12-19,allunia,361,184,EXPERT,204,9,14,121,2.3490196078431373,255,11,244,599
2022-12-19,selimsef,362,9,EXPERT,204,14,14,76,10.78740157480315,127,6,121,1370
2022-12-19,tvdwiele,363,56,EXPERT,204,15,29,170,5.260223048327138,269,15,254,1415
2022-12-19,nikhilmishradev,364,169,EXPERT,204,11,13,140,2.501805054151625,277,32,245,693
2022-12-19,fankaixie,365,102,EXPERT,204,7,2,47,3.8705882352941177,85,8,77,329
2022-12-19,alincijov,366,398,EXPERT,204,1,10,543,0.433277027027027,1184,22,1162,513
2022-12-19,harangdev,367,51,EXPERT,202,10,9,116,5.433962264150943,212,12,200,1152
2022-12-19,datafan07,368,240,EXPERT,202,10,8,221,1.72,425,12,413,731
2022-12-19,firuzjuraev,369,320,EXPERT,201,1,2,289,0.9080188679245284,424,5,419,385
2022-12-19,xiaowangiiiii,370,194,EXPERT,201,8,6,108,2.193717277486911,191,22,169,419
2022-12-19,drtausamaru,371,173,EXPERT,201,12,15,151,2.476014760147601,271,16,255,671
2022-12-19,cyruskouhyar,372,350,EXPERT,201,1,0,353,0.7534791252485089,503,1,502,379
2022-12-19,superant,373,250,EXPERT,200,9,25,262,1.616949152542373,590,44,546,954
2022-12-19,vainero,374,396,EXPERT,200,0,0,219,0.4607438016528926,484,0,484,223
2022-12-19,shahules,375,273,MASTER,198,23,29,410,1.2977824709609294,947,81,866,1229
2022-12-19,ashwinshetgaonkar,376,335,EXPERT,198,1,5,243,0.7985781990521327,422,5,417,337
2022-12-19,rishirajacharya,377,186,EXPERT,197,11,7,70,2.333333333333333,147,26,121,343
2022-12-19,sytuannguyen,378,256,EXPERT,197,7,16,110,1.4903474903474905,259,29,230,386
2022-12-19,nxrprime,379,258,EXPERT,197,18,27,419,1.4274725274725275,910,82,828,1299
2022-12-19,mohidabdulrehman,380,333,EXPERT,197,1,0,195,0.8218181818181818,275,2,273,226
2022-12-19,scirpus,381,188,GRANDMASTER,196,76,113,782,2.294354838709677,1736,164,1572,3983
2022-12-19,weka511,382,303,EXPERT,196,2,8,267,1.017751479289941,507,41,466,516
2022-12-19,hannes82,383,225,EXPERT,195,4,8,136,1.9057377049180328,244,7,237,465
2022-12-19,oscarm524,384,334,EXPERT,193,1,4,162,0.8169014084507042,284,6,278,232
2022-12-19,gaganmaahi224,385,371,EXPERT,193,0,0,402,0.6400560224089635,714,0,714,457
2022-12-19,adamwurdits,386,163,EXPERT,192,7,5,106,2.6582278481012658,158,10,148,420
2022-12-19,ludovicocuoghi,387,376,EXPERT,192,0,1,386,0.6211267605633802,710,0,710,441
2022-12-19,sayedathar11,388,221,EXPERT,191,12,15,163,1.932907348242812,313,68,245,605
2022-12-19,julian3833,389,241,EXPERT,190,9,7,129,1.7132867132867131,286,19,267,490
2022-12-19,manwithaflower,390,272,EXPERT,190,4,9,117,1.3083333333333331,240,39,201,314
2022-12-19,sardorabdirayimov,391,259,EXPERT,190,5,5,165,1.4259927797833936,277,29,248,395
2022-12-19,kwentar,392,123,EXPERT,189,5,4,55,3.302521008403361,119,6,113,393
2022-12-19,bwandowando,393,395,EXPERT,188,0,3,148,0.4785478547854785,303,19,284,145
2022-12-19,mahmoudahmed6,394,291,EXPERT,188,2,6,82,1.1146666666666667,375,30,345,418
2022-12-19,zvr842,395,322,EXPERT,188,1,7,114,0.8821138211382114,246,30,216,217
2022-12-19,fatihozturk,396,127,MASTER,187,30,37,274,3.2509578544061304,522,23,499,1697
2022-12-19,tejasurya,397,325,EXPERT,187,2,0,185,0.8448275862068966,290,2,288,245
2022-12-19,durgeshrao9993,398,305,EXPERT,187,2,8,230,0.9977272727272728,440,31,409,439
2022-12-19,jtrotman,399,140,MASTER,186,22,32,253,3.0375275938189845,453,41,412,1376
2022-12-19,tariqsays,400,269,EXPERT,186,4,2,128,1.3482142857142858,224,46,178,302
2022-12-21,cdeotte,1,61,GRANDMASTER,9269,391,519,4412,5.067526829856505,8293,235,8058,42025
2022-12-21,hengck23,2,71,GRANDMASTER,5457,420,485,2745,4.785653578106408,5883,580,5303,28154
2022-12-21,mpwolke,3,318,GRANDMASTER,5270,74,109,9578,0.9156690047993248,18961,788,18173,17362
2022-12-21,cpmpml,4,136,GRANDMASTER,4366,449,583,4515,3.0969920196439533,9774,457,9317,30270
2022-12-21,thedevastator,5,287,GRANDMASTER,3700,68,51,2229,1.157154504688137,4906,140,4766,5677
2022-12-21,ravi20076,6,323,MASTER,3102,22,29,2762,0.8655589123867069,5296,48,5248,4584
2022-12-21,ambrosm,7,32,GRANDMASTER,2461,64,56,420,6.846616541353384,665,52,613,4553
2022-12-21,carlmcbrideellis,8,137,GRANDMASTER,2168,102,118,1370,3.0879765395894427,2046,133,1913,6318
2022-12-21,philippsinger,9,100,GRANDMASTER,2020,146,212,1122,3.933037694013304,2255,59,2196,8869
2022-12-21,dschettler8845,10,111,GRANDMASTER,1913,73,50,500,3.625,1096,123,973,3973
2022-12-21,remekkinas,11,187,GRANDMASTER,1840,70,32,896,2.327731092436975,1904,78,1826,4432
2022-12-21,vad13irt,12,157,GRANDMASTER,1736,72,36,709,2.73653984206748,1393,101,1292,3812
2022-12-21,usharengaraju,13,90,GRANDMASTER,1682,103,32,879,4.150730411686587,1506,151,1355,6251
2022-12-21,nancyalaswad90,14,308,MASTER,1609,43,10,1126,0.9862204724409448,3048,51,2997,3006
2022-12-21,raddar,15,37,GRANDMASTER,1570,106,126,516,6.2312083729781165,1051,68,983,6549
2022-12-21,radek1,16,84,MASTER,1411,53,25,302,4.34020618556701,679,82,597,2947
2022-12-21,abhishek,17,120,GRANDMASTER,1370,150,149,905,3.417677642980936,2308,270,2038,7888
2022-12-21,gunesevitan,18,105,GRANDMASTER,1263,99,93,668,3.7791461412151066,1218,105,1113,4603
2022-12-21,theoviel,19,74,GRANDMASTER,1258,82,64,489,4.595428571428571,875,59,816,4021
2022-12-21,muhammedtausif,20,302,MASTER,1254,19,33,1077,1.0149812734082395,2136,125,2011,2168
2022-12-21,mugentk,21,11,GRANDMASTER,1208,81,51,607,10.410071942446043,834,52,782,8682
2022-12-21,surajjha101,22,296,EXPERT,1110,22,14,1165,1.0661722760981176,1753,16,1737,1869
2022-12-21,lucamassaron,23,108,GRANDMASTER,1095,65,37,476,3.7230255839822015,899,113,786,3347
2022-12-21,init27,24,114,GRANDMASTER,1081,64,56,490,3.5846867749419955,862,111,751,3090
2022-12-21,xhlulu,25,59,GRANDMASTER,1081,74,61,376,5.177615571776156,822,134,688,4256
2022-12-21,lucasmorin,26,170,MASTER,1076,44,55,523,2.4938398357289526,974,101,873,2429
2022-12-21,ravishah1,27,15,EXPERT,1066,37,11,85,9.9,170,65,105,1683
2022-12-21,andradaolteanu,28,26,MASTER,1061,41,27,184,7.607954545454546,352,66,286,2678
2022-12-21,awsaf49,29,141,MASTER,1058,41,26,317,3.0294511378848727,747,83,664,2263
2022-12-21,ruchi798,30,48,GRANDMASTER,1046,50,39,420,5.704331450094162,531,102,429,3029
2022-12-21,michau96,31,257,MASTER,1029,43,34,728,1.471495640509725,1491,74,1417,2194
2022-12-21,yasufuminakama,32,35,MASTER,1002,41,26,216,6.27,400,26,374,2508
2022-12-21,kirderf,33,213,GRANDMASTER,1002,55,71,491,2.0073469387755103,1225,194,1031,2459
2022-12-21,tilii7,34,112,GRANDMASTER,1000,98,150,971,3.606904231625835,1796,128,1668,6478
2022-12-21,faisaljanjua0555,35,319,EXPERT,991,3,7,895,0.9086845466155812,1566,51,1515,1423
2022-12-21,crained,36,121,GRANDMASTER,988,56,39,435,3.394335511982571,918,151,767,3116
2022-12-21,crodoc,37,115,MASTER,981,44,17,203,3.559819413092551,443,62,381,1577
2022-12-21,nejumi,38,25,EXPERT,977,64,31,93,7.610972568578553,401,83,318,3052
2022-12-21,desalegngeb,39,249,MASTER,953,27,37,848,1.6226277372262774,1370,73,1297,2223
2022-12-21,kritidoneria,40,242,MASTER,945,43,40,697,1.7035871617369416,1589,167,1422,2707
2022-12-21,nbroad,41,124,MASTER,936,42,39,307,3.2984014209591472,563,62,501,1857
2022-12-21,mragpavank,42,238,GRANDMASTER,924,51,25,656,1.724827056110684,1301,156,1145,2244
2022-12-21,christofhenkel,43,44,GRANDMASTER,914,122,128,515,5.791044776119403,1072,84,988,6208
2022-12-21,haqishen,44,38,MASTER,910,55,36,260,6.227848101265823,553,49,504,3444
2022-12-21,titericz,45,29,GRANDMASTER,904,110,120,526,7.115115115115115,999,58,941,7108
2022-12-21,aerdem4,46,63,GRANDMASTER,899,99,116,444,4.977142857142857,875,66,809,4355
2022-12-21,gogo827jz,47,67,GRANDMASTER,895,68,81,628,4.871591908531222,1137,89,1048,5539
2022-12-21,robikscube,48,135,GRANDMASTER,888,84,65,688,3.1045130641330165,1263,85,1178,3921
2022-12-21,caesarmario,49,395,EXPERT,883,3,2,1309,0.4597170971709717,3252,3,3249,1495
2022-12-21,yacharki,50,351,EXPERT,869,7,10,865,0.7468193384223919,2358,81,2277,1761
2022-12-21,kyakovlev,51,39,GRANDMASTER,866,65,80,436,6.090697674418605,860,32,828,5238
2022-12-21,varunsaikanuri,52,380,EXPERT,841,3,0,845,0.61003861003861,1554,5,1549,948
2022-12-21,alejopaullier,53,125,MASTER,835,28,25,169,3.265671641791045,335,75,260,1094
2022-12-21,sudalairajkumar,54,94,GRANDMASTER,830,61,46,418,4.079900124843945,801,91,710,3268
2022-12-21,samuelcortinhas,55,228,EXPERT,829,24,23,413,1.8674188998589565,709,80,629,1324
2022-12-21,ootake,56,16,MASTER,810,44,56,107,9.759336099585065,241,13,228,2352
2022-12-21,headsortails,57,234,GRANDMASTER,808,113,77,675,1.7737937140327578,2259,151,2108,4007
2022-12-21,rdizzl3,58,72,GRANDMASTER,798,58,54,412,4.703804347826087,736,68,668,3462
2022-12-21,shubhamptrivedi,59,316,EXPERT,796,31,2,462,0.9329738058551618,1298,30,1268,1211
2022-12-21,mattop,60,341,EXPERT,782,4,5,852,0.7797450424929179,1412,13,1399,1101
2022-12-21,kmldas,61,134,GRANDMASTER,772,56,45,420,3.1201602136181577,749,179,570,2337
2022-12-21,trushk,62,151,MASTER,768,34,31,278,2.8579545454545454,528,47,481,1509
2022-12-21,karnikakapoor,63,322,EXPERT,768,7,6,1695,0.8739851747264384,2833,12,2821,2476
2022-12-21,iamsouravbanerjee,64,261,EXPERT,755,22,4,715,1.4246068455134135,1081,25,1056,1540
2022-12-21,thedrcat,65,81,MASTER,751,39,25,219,4.398058252427185,412,60,352,1812
2022-12-21,group16,66,85,MASTER,740,45,48,417,4.27830832196453,733,53,680,3136
2022-12-21,kinnerakiran,67,327,EXPERT,724,10,31,401,0.8389487870619946,1484,200,1284,1245
2022-12-21,tyonemoto,68,5,MASTER,719,40,64,178,12.6840490797546,326,23,303,4135
2022-12-21,ohseokkim,69,360,EXPERT,703,2,3,1294,0.6890826068908261,2409,8,2401,1660
2022-12-21,odins0n,70,278,EXPERT,700,12,14,586,1.2517667844522968,1132,14,1118,1417
2022-12-21,gpreda,71,165,GRANDMASTER,694,62,69,574,2.609429978888107,1421,185,1236,3708
